,model,price,price_score,plate,Reg. year,Fuel,KM driven,Transmission,Engine capacity,Ownership,Make year,Insurance type,Source,variant,car_age,reg_age,ngt_life,ngt_critical,frequency,re_register,km_per_year,is_luxury_brand,ownership_strength
4250,MARUTI DZIRE,459999.99999999994,STEAL DEAL,HR-06,2019,Petrol,82634,Manual,1197.0,2,2019,Unknown,Cars24,VXI,7,7,8,False,99,True,11804.86,False,0.2857142857142857
4251,MARUTI VITARA,624000.0,GREAT PRICE,HR-06,2019,Diesel,124463,Automatic,1248.0,1,2019,Unknown,Cars24,BREZZA ZDI,7,7,3,True,170,True,17780.43,False,0.14285714285714285
4252,HYUNDAI ELITE,385000.0,STEAL DEAL,HR-60,2018,CNG,121000,Manual,1197.0,2,2018,Unknown,Cars24,I20 MAGNA EXECUTIVE ,8,8,7,False,143,True,15125.0,False,0.25
4253,KIA SONET,950000.0,HIGH PRICE,HR-06,2023,Diesel,95965,Automatic,1493.0,1,2023,Unknown,Cars24,HTX ,3,3,7,False,223,True,31988.33,False,0.3333333333333333
4254,HYUNDAI ELANTRA,834000.0,STEAL DEAL,HR-06,2020,Petrol,46772,Manual,1999.0,1,2019,Unknown,Cars24, S ,7,6,8,False,16,True,6681.71,False,0.14285714285714285
4255,CITROEN C3,500000.0,FAIR PRICE,HR-06,2023,Petrol,39684,Manual,1198.0,1,2023,Unknown,Cars24,FEEL ,3,3,12,False,5,True,13228.0,False,0.3333333333333333
4256,MARUTI CELERIO,350000.0,STEAL DEAL,HR-60,2020,CNG,127040,Manual,998.0,1,2020,Unknown,Cars24,VXI ,6,6,9,False,170,True,21173.33,False,0.16666666666666666
4257,HYUNDAI CRETA,529000.0,STEAL DEAL,HR-98,2017,Diesel,127595,Manual,1396.0,2,2017,3rd Party,Cars24,E PLUS  ,9,9,1,True,681,True,14177.22,False,0.2222222222222222
4258,MARUTI DZIRE,430999.99999999994,STEAL DEAL,HR-96,2019,Petrol,91404,Manual,1197.0,3,2019,Unknown,Cars24,VXI,7,7,8,False,99,True,13057.71,False,0.42857142857142855
4259,HYUNDAI AURA,469000.00000000006,STEAL DEAL,HR-06,2020,CNG,107108,Manual,1197.0,1,2020,3rd Party,Cars24,S  ,6,6,9,False,60,True,17851.33,False,0.16666666666666666
4260,HYUNDAI I10,171000.0,GREAT PRICE,UK-06,2012,Petrol,76719,Manual,1197.0,1,2012,Unknown,Cars24,SPORTZ ,14,14,1,True,373,True,5479.93,False,0.07142857142857142
4261,HYUNDAI CRETA,1094000.0,HIGH PRICE,HR-06,2020,Diesel,122582,Manual,1493.0,1,2020,Unknown,Cars24,SX  ,6,6,4,False,681,True,20430.33,False,0.16666666666666666
4262,MAHINDRA THAR,1172000.0,STEAL DEAL,HR-31,2023,Petrol,8805,Automatic,1997.0,1,2023,Unknown,Cars24,LX P 2WD HT,3,3,12,False,174,True,2935.0,False,0.3333333333333333
4263,HONDA CITY,356000.0,STEAL DEAL,HR-05,2016,Diesel,126084,Manual,1498.0,2,2016,3rd Party,Cars24, I-DTEC VX,10,10,0,True,684,True,12608.4,False,0.2
4264,HONDA CITY,667000.0,STEAL DEAL,HR-06,2021,Petrol,53054,Manual,1498.0,1,2021,Unknown,Cars24, V 5TH GEN,5,5,10,False,684,True,10610.8,False,0.2
4265,HYUNDAI I20,639000.0,GREAT PRICE,CH-01,2022,Diesel,50240,Manual,1493.0,1,2021,3rd Party,Cars24,SPORTZ ,5,4,5,False,314,True,10048.0,False,0.2
4266,TATA PUNCH,484000.0,STEAL DEAL,HR-08,2022,Petrol,37628,Manual,1199.0,1,2022,3rd Party,Cars24,ADVENTURE,4,4,11,False,119,True,9407.0,False,0.25
4267,HYUNDAI CRETA,580000.0,STEAL DEAL,HR-06,2017,Diesel,113381,Manual,1582.0,1,2017,Unknown,Cars24,SX  ,9,9,1,True,681,True,12597.89,False,0.1111111111111111
4268,HYUNDAI I20,667000.0,GREAT PRICE,UP-19,2024,Petrol,46766,Manual,1197.0,1,2024,Unknown,Cars24,SPORTZ ,2,2,13,False,314,True,23383.0,False,0.5
4269,HONDA CITY,465000.00000000006,STEAL DEAL,HR-06,2016,Petrol,33141,Manual,1497.0,1,2016,Unknown,Cars24, V,10,10,5,False,684,True,3314.1,False,0.1
4270,TATA NEXON,795000.0,HIGH PRICE,HR-06,2023,Diesel,29721,Manual,1497.0,1,2023,Unknown,Cars24,XM ,3,3,7,False,367,True,9907.0,False,0.3333333333333333
4271,MARUTI BALENO,351000.0,STEAL DEAL,HR-26,2016,Petrol,68142,Manual,1197.0,3,2016,Unknown,Cars24,DELTA  ,10,10,5,False,493,True,6814.2,False,0.3
4272,MARUTI EECO,589000.0,STEAL DEAL,HR-06,2025,CNG,24349,Manual,1197.0,1,2025,3rd Party,Cars24,5 STR AC  (O),1,1,14,False,45,True,24349.0,False,1.0
4273,HYUNDAI CRETA,525000.0,STEAL DEAL,HR-06,2016,Diesel,165501,Manual,1396.0,1,2016,Unknown,Cars24,S PLUS  ,10,10,0,True,681,True,16550.1,False,0.1
4274,RENAULT KWID,130000.0,STEAL DEAL,HR-33,2016,Petrol,118740,Manual,799.0,3,2016,Comprehensive,Cars24,RXT  (O),10,10,5,False,190,True,11874.0,False,0.3
4275,HYUNDAI CRETA,952999.9999999999,HIGH PRICE,HR-70,2018,Diesel,167734,Automatic,1582.0,2,2018,Unknown,Cars24,SX  ,8,8,2,True,681,True,20966.75,False,0.25
4276,KIA SELTOS,750000.0,STEAL DEAL,HR-42,2020,Diesel,169597,Manual,1493.0,1,2020,3rd Party,Cars24,HTX  ,6,6,4,False,444,True,28266.17,False,0.16666666666666666
4277,FORD ECOSPORT,254999.99999999997,STEAL DEAL,HR-06,2017,Diesel,124296,Manual,1498.0,3,2017,Unknown,Cars24,TITANIUM  ,9,9,1,True,314,True,13810.67,False,0.3333333333333333
4278,TOYOTA ETIOS,213000.0,STEAL DEAL,HR-06,2016,CNG,85577,Manual,1496.0,2,2016,3rd Party,Cars24,G,10,10,5,False,144,True,8557.7,False,0.2
4279,HYUNDAI CRETA,1101000.0,FAIR PRICE,HR-31,2025,Petrol,10556,Manual,1497.0,2,2025,3rd Party,Cars24,EX  ,1,1,14,False,681,True,10556.0,False,2.0
4280,HYUNDAI ALCAZAR,1252000.0,HIGH PRICE,HR-06,2021,Diesel,69509,Manual,1493.0,1,2021,Unknown,Cars24,PRESTIGE  7STR,5,5,5,False,27,True,13901.8,False,0.2
4281,HYUNDAI VENUE,700000.0,STEAL DEAL,HR-01,2022,Petrol,29603,Manual,998.0,2,2022,Unknown,Cars24,SX  TURBO,4,4,11,False,235,True,7400.75,False,0.5
4282,CHEVROLET BEAT,129000.0,STEAL DEAL,HR-06,2016,Diesel,59237,Manual,936.0,1,2015,Unknown,Cars24,LS ,11,10,-1,True,14,True,5385.18,False,0.09090909090909091
4283,HYUNDAI I20,155000.0,STEAL DEAL,HR-51,2012,Petrol,85700,Manual,1197.0,2,2012,Unknown,Cars24,MAGNA ,14,14,1,True,314,True,6121.43,False,0.14285714285714285
4284,TOYOTA INNOVA,950000.0,GREAT PRICE,HR-01,2016,Diesel,156066,Manual,2393.0,3,2016,3rd Party,Cars24,CRYSTA  VX 7 STR,10,10,0,True,63,True,15606.6,False,0.3
4285,MAHINDRA TUV300,368000.0,STEAL DEAL,HR-06,2016,Diesel,158000,Manual,1493.0,1,2016,Unknown,Cars24,T8,10,10,0,True,34,True,15800.0,False,0.1
4286,TATA SAFARI,1594000.0,HIGH PRICE,HR-06,2021,Diesel,78551,Automatic,1956.0,1,2021,Unknown,Cars24,XZA PLUS,5,5,5,False,46,True,15710.2,False,0.2
4287,TATA TIAGO,648000.0,FAIR PRICE,HR-06,2025,CNG,1527,Manual,1199.0,1,2025,3rd Party,Cars24,XT ,1,1,14,False,260,True,1527.0,False,1.0
4288,VOLKSWAGEN VENTO,936999.9999999999,HIGH PRICE,HR-85,2021,Petrol,45224,Automatic,999.0,2,2021,3rd Party,Cars24,HIGHLINE PLUS  TSI,5,5,10,False,62,True,9044.8,False,0.4
4289,RENAULT TRIBER,480000.0,GREAT PRICE,HR-06,2022,Petrol,25241,Manual,999.0,1,2022,Unknown,Cars24,RXT,4,4,11,False,75,True,6310.25,False,0.25
4290,MAHINDRA BOLERO,939000.0,FAIR PRICE,HR-06,2024,Diesel,25936,Manual,1493.0,1,2024,3rd Party,Cars24,NEO N10 R,2,2,8,False,25,True,12968.0,False,0.5
4291,HYUNDAI GRAND I10,287000.0,STEAL DEAL,HR-36,2015,Petrol,80054,Manual,1197.0,1,2015,3rd Party,Cars24,SPORTZ  KAPPA VTVT,11,11,4,False,457,True,7277.64,False,0.09090909090909091
4292,TATA HARRIER,1425000.0,HIGH PRICE,HR-06,2020,Diesel,133691,Automatic,1956.0,2,2020,Unknown,Cars24,XZA PLUS ,6,6,4,False,117,True,22281.83,False,0.3333333333333333
4293,HONDA ELEVATE,1560000.0,FAIR PRICE,HR-06,2026,Petrol,2505,Automatic,1498.0,1,2025,3rd Party,Cars24,ZX CVT,1,0,14,False,19,True,2505.0,False,1.0
4294,HYUNDAI ELITE,301000.0,STEAL DEAL,HR-26,2015,Diesel,138551,Manual,1396.0,2,2015,Unknown,Cars24,I20 ASTA  CRDI,11,11,-1,True,143,True,12595.55,False,0.18181818181818182
4295,HYUNDAI I20,119000.0,STEAL DEAL,HR-26,2011,Petrol,131797,Manual,1197.0,3,2011,Unknown,Cars24,ASTA ,15,15,0,True,314,True,8786.47,False,0.2
4296,TOYOTA ETIOS,235000.0,STEAL DEAL,HR-06,2012,Diesel,204757,Manual,1364.0,1,2012,3rd Party,Cars24,VD,14,14,-4,True,144,True,14625.5,False,0.07142857142857142
4297,MARUTI ALTO,192000.0,STEAL DEAL,HR-10,2019,CNG,84290,Manual,796.0,1,2019,Unknown,Cars24,800 LXI ,7,7,8,False,210,True,12041.43,False,0.14285714285714285
4298,FORD ECOSPORT,513000.0,STEAL DEAL,HR-10,2019,Diesel,182064,Manual,1498.0,1,2019,Unknown,Cars24,TITANIUM +  ,7,7,3,True,314,True,26009.14,False,0.14285714285714285
4299,VOLKSWAGEN POLO,484000.0,STEAL DEAL,HR-70,2019,Petrol,85458,Automatic,1197.0,1,2019,Unknown,Cars24,GT TSI,7,7,8,False,114,True,12208.29,False,0.14285714285714285
4300,VOLKSWAGEN VIRTUS,1022000.0000000001,HIGH PRICE,HR-06,2025,Petrol,25416,Manual,999.0,1,2024,3rd Party,Cars24,COMFORTLINE TSI ,2,1,13,False,31,True,12708.0,False,0.5
4301,HYUNDAI SANTRO,90000.0,STEAL DEAL,HR-06,2012,Petrol,42719,Manual,1086.0,5,2011,3rd Party,Cars24,XING GLS,15,14,0,True,136,True,2847.93,False,0.3333333333333333
4302,MG ASTOR,1058000.0,GREAT PRICE,HR-06,2022,Petrol,55705,Manual,1498.0,1,2022,Unknown,Cars24,SHARP EX ,4,4,11,False,71,True,13926.25,False,0.25
4303,FORD ECOSPORT,218000.00000000003,STEAL DEAL,HR-70,2013,Diesel,159547,Manual,1498.0,3,2013,Unknown,Cars24,TITANIUM   (OPT),13,13,-3,True,314,True,12272.85,False,0.23076923076923078
4304,MG HECTOR,1500000.0,GREAT PRICE,HR-06,2023,Diesel,71316,Manual,1956.0,1,2023,Unknown,Cars24,SMART PRO  TURBO ,3,3,7,False,244,True,23772.0,False,0.3333333333333333
4305,HYUNDAI EON,200999.99999999997,STEAL DEAL,HR-06,2018,Petrol,39991,Manual,814.0,1,2017,Comprehensive,Cars24,ERA +,9,8,6,False,109,True,4443.44,False,0.1111111111111111
4306,HYUNDAI CRETA,1653000.0,FAIR PRICE,HR-29,2025,Diesel,16644,Automatic,1493.0,1,2025,3rd Party,Cars24, S (O),1,1,9,False,681,True,16644.0,False,1.0
4307,TATA HARRIER,1334000.0,HIGH PRICE,HR-06,2020,Diesel,43000,Automatic,1956.0,1,2020,Unknown,Cars24,XZA PLUS ,6,6,4,False,117,True,7166.67,False,0.16666666666666666
4308,RENAULT TRIBER,500000.0,STEAL DEAL,RJ-49,2024,Petrol,64873,Manual,999.0,1,2024,3rd Party,Cars24,RXL,2,2,13,False,75,True,32436.5,False,0.5
4309,KIA SELTOS,950000.0,GREAT PRICE,HR-06,2019,Diesel,86238,Automatic,1493.0,1,2019,Comprehensive,Cars24,GTX PLUS  ,7,7,3,True,444,True,12319.71,False,0.14285714285714285
4310,TOYOTA INNOVA,1325000.0,STEAL DEAL,HR-06,2018,Diesel,125762,Automatic,2755.0,1,2018,Unknown,Cars24,CRYSTA  ZX 7 STR,8,8,2,True,63,True,15720.25,False,0.125
4311,MARUTI CIAZ,463000.0,GREAT PRICE,HR-15,2017,Diesel,107130,Manual,1248.0,1,2017,3rd Party,Cars24,ALPHA  ,9,9,1,True,268,True,11903.33,False,0.1111111111111111
4312,TOYOTA INNOVA,1254000.0,GREAT PRICE,HR-06,2017,Diesel,206445,Automatic,2755.0,1,2016,Unknown,Cars24,CRYSTA  ZX 7 STR,10,9,0,True,63,True,20644.5,False,0.1
4313,FORD ECOSPORT,408000.0,STEAL DEAL,DL-8C,2016,Petrol,27966,Manual,1499.0,1,2016,Unknown,Cars24,TITANIUM  ,10,10,5,False,314,False,2796.6,False,0.1
4314,RENAULT KIGER,384000.0,FAIR PRICE,HR-26,2021,Petrol,14039,Manual,999.0,1,2021,3rd Party,Cars24,RXE,5,5,10,False,37,True,2807.8,False,0.2
4315,HYUNDAI CRETA,550000.0,GREAT PRICE,DL-8C,2018,Diesel,237347,Manual,1396.0,1,2018,Unknown,Cars24,E PLUS  ,8,8,2,True,681,False,29668.38,False,0.125
4316,HYUNDAI I10,215000.0,GREAT PRICE,DL-10,2015,Petrol,52163,Manual,1086.0,2,2015,Unknown,Cars24,MAGNA ,11,11,4,False,373,False,4742.09,False,0.18181818181818182
4317,HYUNDAI CRETA,745000.0,GREAT PRICE,HR-02,2019,Diesel,79562,Automatic,1582.0,4,2019,Unknown,Cars24,SX  ,7,7,3,True,681,True,11366.0,False,0.5714285714285714
4318,HYUNDAI ACCENT,95000.0,STEAL DEAL,DL-4C,2011,CNG,101821,Manual,1495.0,1,2011,Comprehensive,Cars24,EXECUTIVE,15,15,0,True,14,False,6788.07,False,0.06666666666666667
4319,RENAULT TRIBER,450000.0,FAIR PRICE,HR-72,2020,Petrol,54019,Manual,999.0,1,2020,Unknown,Cars24,RXT,6,6,9,False,75,True,9003.17,False,0.16666666666666666
4320,HYUNDAI SANTRO,67000.0,STEAL DEAL,HR-51,2011,Petrol,96702,Manual,1086.0,1,2011,3rd Party,Cars24,XING GLS,15,15,0,True,136,True,6446.8,False,0.06666666666666667
4321,MARUTI ALTO,65000.0,STEAL DEAL,DL-8C,2011,Petrol,126900,Manual,796.0,1,2011,3rd Party,Cars24,LXI,15,15,0,True,210,False,8460.0,False,0.06666666666666667
4322,HYUNDAI CRETA,800000.0,GREAT PRICE,HR-10,2021,Petrol,115568,Manual,1497.0,1,2021,Unknown,Cars24,S  ,5,5,10,False,681,True,23113.6,False,0.2
4323,HONDA CITY,875000.0,STEAL DEAL,HR-26,2021,Petrol,33018,Automatic,1498.0,2,2021,3rd Party,Cars24, VX CVT,5,5,10,False,684,True,6603.6,False,0.4
4324,HYUNDAI I10,110000.00000000001,STEAL DEAL,HR-10,2012,CNG,132750,Manual,1197.0,2,2012,3rd Party,Cars24,MAGNA ,14,14,1,True,373,True,9482.14,False,0.14285714285714285
4325,RENAULT SCALA,140000.0,GREAT PRICE,UP-14,2013,Petrol,15924,Manual,1498.0,1,2013,Unknown,Cars24,RXL ,13,13,2,True,1,True,1224.92,False,0.07692307692307693
4326,MAHINDRA XUV500,790000.0,STEAL DEAL,UP-16,2018,Diesel,82221,Automatic,2179.0,1,2018,Unknown,Cars24,W11,8,8,2,True,144,True,10277.62,False,0.125
4327,MARUTI IGNIS,400000.0,GREAT PRICE,HR-26,2022,Petrol,45799,Manual,1197.0,1,2021,3rd Party,Cars24,SIGMA ,5,4,10,False,66,True,9159.8,False,0.2
4328,HYUNDAI I10,103000.0,STEAL DEAL,DL-3C,2012,Petrol,71987,Manual,1197.0,1,2012,Unknown,Cars24,MAGNA ,14,14,1,True,373,False,5141.93,False,0.07142857142857142
4329,HYUNDAI I10,90000.0,STEAL DEAL,UP-15,2012,CNG,120031,Manual,1197.0,3,2012,Unknown,Cars24,MAGNA ,14,14,1,True,373,True,8573.64,False,0.21428571428571427
4330,RENAULT KWID,137000.0,STEAL DEAL,CG-04,2016,Petrol,91522,Manual,799.0,1,2015,Unknown,Cars24,RXL,11,10,4,False,190,True,8320.18,False,0.09090909090909091
4331,MARUTI VITARA,505000.0,GREAT PRICE,DL-2C,2018,Diesel,144019,Automatic,1248.0,1,2018,3rd Party,Cars24,BREZZA ZDI PLUS DUAL TONE,8,8,2,True,170,False,18002.38,False,0.125
4332,MARUTI ALTO,299000.0,STEAL DEAL,UP-16,2022,Petrol,2544,Manual,796.0,1,2022,Unknown,Cars24,LXI O,4,4,11,False,210,True,636.0,False,0.25
4333,MARUTI VITARA,520000.0,GREAT PRICE,HR-26,2017,Diesel,59132,Manual,1248.0,1,2017,Unknown,Cars24,BREZZA VDI (O),9,9,1,True,170,True,6570.22,False,0.1111111111111111
4334,FORD ECOSPORT,400000.0,STEAL DEAL,DL-10,2017,Diesel,70180,Manual,1498.0,1,2017,Unknown,Cars24,TITANIUM  ,9,9,1,True,314,False,7797.78,False,0.1111111111111111
4335,HYUNDAI SANTRO,437000.0,FAIR PRICE,DL-5C,2021,Petrol,24320,Automatic,1086.0,1,2021,Zero Depreciation,Cars24,SPORTZ,5,5,10,False,136,False,4864.0,False,0.2
4336,TATA TIGOR,330000.0,STEAL DEAL,UP-16,2018,Petrol,106682,Manual,1199.0,1,2018,3rd Party,Cars24,XZ PLUS ,8,8,7,False,74,True,13335.25,False,0.125
4337,MARUTI VITARA,430000.0,STEAL DEAL,DL-2C,2016,Diesel,174139,Manual,1248.0,1,2016,Unknown,Cars24,BREZZA ZDI PLUS,10,10,0,True,170,False,17413.9,False,0.1
4338,JEEP COMPASS,2010000.0000000002,HIGH PRICE,DL-1C,2022,Diesel,89229,Manual,1956.0,1,2022,Unknown,Cars24,5TH ANNIVERSARY EDITION  ,4,4,6,False,163,False,22307.25,False,0.25
4339,HYUNDAI CRETA,670000.0,GREAT PRICE,DL-2C,2018,Diesel,86064,Automatic,1582.0,1,2017,Unknown,Cars24,SX PLUS  ,9,8,1,True,681,False,9562.67,False,0.1111111111111111
4340,MARUTI SWIFT,200000.0,STEAL DEAL,DL-9C,2013,CNG,88153,Manual,1197.0,2,2013,3rd Party,Cars24,VXI,13,13,2,True,594,False,6781.0,False,0.15384615384615385
4341,FORD ECOSPORT,550000.0,HIGH PRICE,DL-12,2020,Petrol,38651,Manual,1496.0,1,2020,Unknown,Cars24,TREND  ,6,6,9,False,314,False,6441.83,False,0.16666666666666666
4342,MARUTI ALTO,136000.0,STEAL DEAL,DL-8C,2014,Petrol,28767,Manual,998.0,1,2013,Unknown,Cars24,K10 VXI,13,12,2,True,210,False,2212.85,False,0.07692307692307693
4343,VOLKSWAGEN POLO,138000.0,STEAL DEAL,HR-26,2011,Petrol,114882,Manual,1198.0,2,2011,Unknown,Cars24,TRENDLINE  ,15,15,0,True,114,True,7658.8,False,0.13333333333333333
4344,RENAULT KIGER,450000.0,GREAT PRICE,UP-16,2022,Petrol,60978,Manual,999.0,1,2022,Unknown,Cars24,RXT,4,4,11,False,37,True,15244.5,False,0.25
4345,MAHINDRA XUV500,898000.0,STEAL DEAL,DL-10,2019,Diesel,45966,Manual,2179.0,1,2019,Unknown,Cars24,W11,7,7,3,True,144,False,6566.57,False,0.14285714285714285
4346,TATA NEXON,1150000.0,HIGH PRICE,UP-14,2024,Diesel,22043,Manual,1497.0,1,2023,Unknown,Cars24,CREATIVE + SUNROOF  ,3,2,7,False,367,True,7347.67,False,0.3333333333333333
4347,TATA TIAGO,470000.0,STEAL DEAL,DL-5C,2022,CNG,47216,Manual,1199.0,1,2022,Unknown,Cars24,XT ,4,4,11,False,260,False,11804.0,False,0.25
4348,MARUTI SWIFT,360000.0,STEAL DEAL,HR-26,2016,Diesel,100885,Manual,1248.0,3,2016,Unknown,Cars24,DZIRE ZDI,10,10,0,True,594,True,10088.5,False,0.3
4349,HONDA AMAZE,720000.0,STEAL DEAL,DL-14,2022,Petrol,17911,Automatic,1199.0,1,2022,Unknown,Cars24, VX CVT,4,4,11,False,408,False,4477.75,False,0.25
4350,TOYOTA GLANZA,550000.0,STEAL DEAL,UP-16,2022,Petrol,61494,Manual,1197.0,1,2022,Unknown,Cars24,G,4,4,11,False,56,True,15373.5,False,0.25
4351,MARUTI VITARA,810000.0,HIGH PRICE,HR-26,2020,CNG,81608,Automatic,1462.0,1,2020,Comprehensive,Cars24,BREZZA ZXI PLUS SHVS,6,6,9,False,170,True,13601.33,False,0.16666666666666666
4352,MARUTI WAGON R,132000.0,STEAL DEAL,DL-5C,2011,Petrol,8903,Manual,998.0,1,2011,Unknown,Cars24, VXI,15,15,0,True,595,False,593.53,False,0.06666666666666667
4353,MARUTI VITARA,610000.0,STEAL DEAL,DL-12,2022,CNG,102127,Manual,1462.0,1,2022,Unknown,Cars24,BREZZA LXI,4,4,11,False,170,False,25531.75,False,0.25
4354,HYUNDAI VERNA,725000.0,STEAL DEAL,HR-26,2019,Diesel,121614,Automatic,1582.0,1,2019,Unknown,Cars24, CRDI SX (O),7,7,3,True,220,True,17373.43,False,0.14285714285714285
4355,HYUNDAI CRETA,919999.9999999999,FAIR PRICE,DL-12,2019,Petrol,42508,Automatic,1591.0,2,2019,Unknown,Cars24,SX  ,7,7,8,False,681,False,6072.57,False,0.2857142857142857
4356,HONDA CITY,1019999.9999999999,HIGH PRICE,DL-8C,2021,Petrol,113901,Automatic,1498.0,1,2020,Comprehensive,Cars24, ZX CVT,6,5,9,False,684,False,18983.5,False,0.16666666666666666
4357,MAHINDRA THAR,1284000.0,HIGH PRICE,DL-5C,2021,Petrol,29066,Automatic,1997.0,1,2021,Unknown,Cars24,LX  HT 4WD,5,5,10,False,174,False,5813.2,False,0.2
4358,MARUTI ALTO,161000.0,STEAL DEAL,DL-3C,2015,Petrol,33444,Manual,796.0,1,2015,Unknown,Cars24,800 LXI,11,11,4,False,210,False,3040.36,False,0.09090909090909091
4359,HONDA BRIO,305000.0,STEAL DEAL,DL-1C,2017,Petrol,31229,Manual,1198.0,1,2017,Unknown,Cars24,S,9,9,6,False,106,False,3469.89,False,0.1111111111111111
4360,MARUTI SWIFT,393000.0,HIGH PRICE,DL-3C,2017,Petrol,41169,Manual,1197.0,1,2017,3rd Party,Cars24,LXI (O),9,9,6,False,594,False,4574.33,False,0.1111111111111111
4361,MARUTI WAGON R,229999.99999999997,GREAT PRICE,UP-16,2016,CNG,139342,Manual,998.0,1,2016,Unknown,Cars24, LXI ,10,10,5,False,595,True,13934.2,False,0.1
4362,TOYOTA INNOVA,1300000.0,GREAT PRICE,DL-8C,2017,Diesel,77558,Manual,2393.0,1,2017,Unknown,Cars24,CRYSTA  VX 8 STR,9,9,1,True,63,False,8617.56,False,0.1111111111111111
4363,HONDA CITY,550000.0,GREAT PRICE,DL-10,2017,Petrol,53743,Manual,1497.0,1,2017,Unknown,Cars24, V,9,9,6,False,684,False,5971.44,False,0.1111111111111111
4364,MARUTI WAGON R,134000.0,STEAL DEAL,DL-8C,2013,Petrol,58968,Manual,998.0,3,2013,Unknown,Cars24, VXI,13,13,2,True,595,False,4536.0,False,0.23076923076923078
4365,HYUNDAI CRETA,570000.0,STEAL DEAL,HR-26,2017,Diesel,174509,Manual,1582.0,1,2017,Unknown,Cars24,SX  ,9,9,1,True,681,True,19389.89,False,0.1111111111111111
4366,TATA TIAGO,520000.0,GREAT PRICE,DL-4C,2024,Petrol,5265,Manual,1199.0,1,2024,Unknown,Cars24,XT (O) ,2,2,13,False,260,False,2632.5,False,0.5
4367,KIA SELTOS,1349000.0,FAIR PRICE,HR-06,2022,Petrol,69956,Automatic,1353.0,1,2022,Unknown,Cars24,GTX PLUS DCT  ,4,4,11,False,444,True,17489.0,False,0.25
4368,HYUNDAI CRETA,600000.0,FAIR PRICE,DL-8C,2016,Petrol,477708,Automatic,1591.0,3,2016,Unknown,Cars24,SX PLUS  ,10,10,5,False,681,False,47770.8,False,0.3
4369,MARUTI CIAZ,340000.0,STEAL DEAL,DL-2C,2017,Diesel,35657,Manual,1248.0,1,2017,3rd Party,Cars24,DELTA  ,9,9,1,True,268,False,3961.89,False,0.1111111111111111
4370,HYUNDAI I10,150000.0,GREAT PRICE,DL-1C,2013,Petrol,62245,Manual,1086.0,2,2013,3rd Party,Cars24,ERA ,13,13,2,True,373,False,4788.08,False,0.15384615384615385
4371,MARUTI ALTO,114999.99999999999,STEAL DEAL,DL-3C,2014,CNG,138234,Manual,796.0,1,2013,3rd Party,Cars24,800 LXI ,13,12,2,True,210,False,10633.38,False,0.07692307692307693
4372,HYUNDAI I20,750000.0,FAIR PRICE,HR-26,2022,Petrol,11074,Automatic,1197.0,1,2022,Unknown,Cars24,SPORTZ ,4,4,11,False,314,True,2768.5,False,0.25
4373,TATA HARRIER,969999.9999999999,HIGH PRICE,HR-26,2019,Diesel,63589,Manual,1956.0,1,2019,Unknown,Cars24,XZ ,7,7,3,True,117,True,9084.14,False,0.14285714285714285
4374,HONDA AMAZE,420000.0,STEAL DEAL,UP-14,2019,Petrol,116342,Manual,1199.0,1,2019,Comprehensive,Cars24, S,7,7,8,False,408,True,16620.29,False,0.14285714285714285
4375,HYUNDAI I10,151000.0,STEAL DEAL,DL-2C,2012,Petrol,23470,Manual,1197.0,1,2012,Unknown,Cars24,SPORTZ ,14,14,1,True,373,False,1676.43,False,0.07142857142857142
4376,HYUNDAI VERNA,940000.0,HIGH PRICE,UP-14,2021,Petrol,23400,Manual,1497.0,1,2021,Unknown,Cars24,S PLUS  VTVT,5,5,10,False,220,True,4680.0,False,0.2
4377,DATSUN GO,114999.99999999999,STEAL DEAL,DL-8C,2014,CNG,59037,Manual,1198.0,1,2014,Unknown,Cars24,T,12,12,3,True,19,False,4919.75,False,0.08333333333333333
4378,HONDA AMAZE,400000.0,FAIR PRICE,DL-1C,2018,Diesel,238449,Automatic,1498.0,1,2018,Unknown,Cars24, I-DTEC S CVT,8,8,2,True,408,False,29806.12,False,0.125
4379,KIA SELTOS,969999.9999999999,HIGH PRICE,DL-12,2019,Petrol,95270,Manual,1497.0,1,2019,Comprehensive,Cars24,HTX  ,7,7,8,False,444,False,13610.0,False,0.14285714285714285
4380,MARUTI WAGON R,148000.0,STEAL DEAL,UP-14,2013,CNG,109874,Manual,998.0,2,2013,3rd Party,Cars24, VXI,13,13,2,True,595,True,8451.85,False,0.15384615384615385
4381,MARUTI ALTO,112000.00000000001,STEAL DEAL,HR-26,2012,Petrol,20488,Manual,796.0,1,2012,3rd Party,Cars24,800 LX,14,14,1,True,210,True,1463.43,False,0.07142857142857142
4382,TATA TIAGO,229999.99999999997,STEAL DEAL,UP-14,2016,CNG,91954,Manual,1199.0,2,2016,Unknown,Cars24,XZ ,10,10,5,False,260,True,9195.4,False,0.2
4383,HONDA CITY,588000.0,STEAL DEAL,UP-14,2018,CNG,182217,Automatic,1497.0,1,2018,Comprehensive,Cars24, I-VTE V CVT,8,8,7,False,684,True,22777.12,False,0.125
4384,NISSAN MAGNITE,350000.0,STEAL DEAL,DL-14,2022,Petrol,77722,Manual,999.0,1,2022,Unknown,Cars24,XE,4,4,11,False,87,False,19430.5,False,0.25
4385,NISSAN MAGNITE,399000.0,STEAL DEAL,DL-14,2022,Petrol,45494,Manual,999.0,1,2022,Unknown,Cars24,XE,4,4,11,False,87,False,11373.5,False,0.25
